PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37627817","Development of a Machine Learning Model of Postoperative Acute Kidney Injury Using Non-Invasive Time-Sensitive Intraoperative Predictors","Zamirpour S, Hubbard AE, Feng J, Butte AJ, Pirracchio R, Bishara A.","Bioengineering (Basel). 2023 Aug 5;10(8):932. doi: 10.3390/bioengineering10080932.","Zamirpour S","Bioengineering (Basel)","2023","2023/08/26","PMC10451203","","10.3390/bioengineering10080932"
"37697099","A model to predict level of adherence to prehabilitation in older adults with frailty having cancer surgery","Shaw JF, Hladkowicz E, McCartney CJL, Bryson GL, McIsaac DI.","Can J Anaesth. 2023 Dec;70(12):1950-1956. doi: 10.1007/s12630-023-02559-3. Epub 2023 Sep 11.","Shaw JF","Can J Anaesth","2023","2023/09/11","","","10.1007/s12630-023-02559-3"
"32385928","Doppler-based predictive model for methotrexate resistance in low-risk gestational trophoblastic neoplasia with myometrial invasion: prospective study of 147 patients","Qin J, Zhang S, Poon L, Pan Z, Luo J, Yu N, Wang L, Wu X, Cheng X, Xie X, Lu Y, Lu W.","Ultrasound Obstet Gynecol. 2021 May;57(5):829-839. doi: 10.1002/uog.22069.","Qin J","Ultrasound Obstet Gynecol","2021","2020/05/10","PMC8251727","","10.1002/uog.22069"
"37650342","Development of a model to predict antidepressant treatment response for depression among Veterans","Puac-Polanco V, Ziobrowski HN, Ross EL, Liu H, Turner B, Cui R, Leung LB, Bossarte RM, Bryant C, Joormann J, Nierenberg AA, Oslin DW, Pigeon WR, Post EP, Zainal NH, Zaslavsky AM, Zubizarreta JR, Luedtke A, Kennedy CJ, Cipriani A, Furukawa TA, Kessler RC.","Psychol Med. 2023 Aug;53(11):5001-5011. doi: 10.1017/S0033291722001982. Epub 2022 Jul 15.","Puac-Polanco V","Psychol Med","2023","2023/08/31","PMC10519376","NIHMS1928674","10.1017/S0033291722001982"
"34834406","Machine Learning Model to Identify Sepsis Patients in the Emergency Department: Algorithm Development and Validation","Lin PC, Chen KT, Chen HC, Islam MM, Lin MC.","J Pers Med. 2021 Oct 21;11(11):1055. doi: 10.3390/jpm11111055.","Lin PC","J Pers Med","2021","2021/11/27","PMC8623760","","10.3390/jpm11111055"
"37469951","Prediction of rehabilitation induced motor recovery after stroke using a multi-dimensional and multi-modal approach","Salvalaggio S, Turolla A, Andò M, Barresi R, Burgio F, Busan P, Cortese AM, D'Imperio D, Danesin L, Ferrazzi G, Maistrello L, Mascotto E, Parrotta I, Pezzetta R, Rigon E, Vedovato A, Zago S, Zorzi M, Arcara G, Mantini D, Filippini N.","Front Aging Neurosci. 2023 Jul 4;15:1205063. doi: 10.3389/fnagi.2023.1205063. eCollection 2023.","Salvalaggio S","Front Aging Neurosci","2023","2023/07/20","PMC10352609","","10.3389/fnagi.2023.1205063"
"37470005","Electrocardiogram monitoring as a predictor of neurological and survival outcomes in patients with out-of-hospital cardiac arrest: a single-center retrospective observational study","Takahashi M, Ogura K, Goto T, Hayakawa M.","Front Neurol. 2023 Jul 4;14:1210491. doi: 10.3389/fneur.2023.1210491. eCollection 2023.","Takahashi M","Front Neurol","2023","2023/07/20","PMC10352613","","10.3389/fneur.2023.1210491"
"37553207","Development of clinical-based scoring system to diagnose tuberculous meningitis in children","Handryastuti S, Latifah D, Bermanshah EK, Gunardi H, Kadim M, Iskandar RATP.","Arch Dis Child. 2023 Nov;108(11):884-888. doi: 10.1136/archdischild-2023-325607. Epub 2023 Aug 8.","Handryastuti S","Arch Dis Child","2023","2023/08/08","PMC10646830","","10.1136/archdischild-2023-325607"
"37932868","Development and internal validation of a model predicting patient-reported shoulder function after arthroscopic rotator cuff repair in a Swiss setting","Stojanov T, Aghlmandi S, Müller AM, Scheibel M, Flury M, Audigé L.","Diagn Progn Res. 2023 Nov 7;7(1):21. doi: 10.1186/s41512-023-00156-y.","Stojanov T","Diagn Progn Res","2023","2023/11/07","PMC10629040","","10.1186/s41512-023-00156-y"
"37752266","Colorectal cancer risk stratification on histological slides based on survival curves predicted by deep learning","Höhn J, Krieghoff-Henning E, Wies C, Kiehl L, Hetz MJ, Bucher TC, Jonnagaddala J, Zatloukal K, Müller H, Plass M, Jungwirth E, Gaiser T, Steeg M, Holland-Letz T, Brenner H, Hoffmeister M, Brinker TJ.","NPJ Precis Oncol. 2023 Sep 26;7(1):98. doi: 10.1038/s41698-023-00451-3.","Höhn J","NPJ Precis Oncol","2023","2023/09/26","PMC10522577","","10.1038/s41698-023-00451-3"
"34157725","Validation of the Skåne University Hospital nomogram for the preoperative prediction of a disease-free axilla in patients with breast cancer","Majid S, Bendahl PO, Huss L, Manjer J, Rydén L, Dihge L.","BJS Open. 2021 May 7;5(3):zrab027. doi: 10.1093/bjsopen/zrab027.","Majid S","BJS Open","2021","2021/06/22","PMC8219350","","10.1093/bjsopen/zrab027"
"38520579","Clinicopathological Predictors of Positive Resection Margins in Breast-Conserving Surgery","Chauhan H, Jiwa N, Nagarajan VR, Thiruchelvam P, Hogben K, Al-Mufti R, Hadjiminas D, Shousha S, Cutress R, Ashrafian H, Takats Z, Leff DR.","Ann Surg Oncol. 2024 Jun;31(6):3939-3947. doi: 10.1245/s10434-024-15153-8. Epub 2024 Mar 23.","Chauhan H","Ann Surg Oncol","2024","2024/03/23","PMC11076377","","10.1245/s10434-024-15153-8"
"34301678","Development of a prediction model for foot ulcer recurrence in people with diabetes using easy-to-obtain clinical variables","Aan de Stegge WB, Schut MC, Abu-Hanna A, van Baal JG, van Netten JJ, Bus SA.","BMJ Open Diabetes Res Care. 2021 Jul;9(1):e002257. doi: 10.1136/bmjdrc-2021-002257.","Aan de Stegge WB","BMJ Open Diabetes Res Care","2021","2021/07/24","PMC8311312","","10.1136/bmjdrc-2021-002257"
"37291551","Comparison of the cox regression to machine learning in predicting the survival of anaplastic thyroid carcinoma","Xu L, Cai L, Zhu Z, Chen G.","BMC Endocr Disord. 2023 Jun 5;23(1):129. doi: 10.1186/s12902-023-01368-5.","Xu L","BMC Endocr Disord","2023","2023/06/08","PMC10249166","","10.1186/s12902-023-01368-5"
"37712675","Optimizing patient selection for primary prevention implantable cardioverter-defibrillator implantation: utilizing multimodal machine learning to assess risk of implantable cardioverter-defibrillator non-benefit","Kolk MZH, Ruipérez-Campillo S, Deb B, Bekkers EJ, Allaart CP, Rogers AJ, Van Der Lingen ACJ, Alvarez Florez L, Isgum I, De Vos BD, Clopton P, Wilde AAM, Knops RE, Narayan SM, Tjong FVY.","Europace. 2023 Aug 2;25(9):euad271. doi: 10.1093/europace/euad271.","Kolk MZH","Europace","2023","2023/09/15","PMC10516624","","10.1093/europace/euad271"
"38243809","Proteomic Biomarkers for the Prediction of Transition to Psychosis in Individuals at Clinical High Risk: A Multi-cohort Model Development Study","Byrne JF, Healy C, Föcking M, Susai SR, Mongan D, Wynne K, Kodosaki E, Heurich M, de Haan L, Hickie IB, Smesny S, Thompson A, Markulev C, Young AR, Schäfer MR, Riecher-Rössler A, Mossaheb N, Berger G, Schlögelhofer M, Nordentoft M, Chen EYH, Verma S, Nieman DH, Woods SW, Cornblatt BA, Stone WS, Mathalon DH, Bearden CE, Cadenhead KS, Addington J, Walker EF, Cannon TD, Cannon M, McGorry P, Amminger P, Cagney G, Nelson B, Jeffries C, Perkins D, Cotter DR.","Schizophr Bull. 2024 Apr 30;50(3):579-588. doi: 10.1093/schbul/sbad184.","Byrne JF","Schizophr Bull","2024","2024/01/20","PMC11059811","","10.1093/schbul/sbad184"
"39849634","Establishment and evaluation of a nomogram prediction model for risk of atrial fibrillation recurrence after the cox-maze IV procedure","Yu C, Wei Y, Zheng H, Yu S, Cheng Y, Yan C, Li J, He P, Cheng W.","J Cardiothorac Surg. 2025 Jan 23;20(1):93. doi: 10.1186/s13019-025-03356-3.","Yu C","J Cardiothorac Surg","2025","2025/01/24","PMC11756055","","10.1186/s13019-025-03356-3"
"33431803","Development and external validation of an admission risk prediction model after treatment from early intervention in psychosis services","Puntis S, Whiting D, Pappa S, Lennox B.","Transl Psychiatry. 2021 Jan 11;11(1):35. doi: 10.1038/s41398-020-01172-y.","Puntis S","Transl Psychiatry","2021","2021/01/12","PMC7801610","","10.1038/s41398-020-01172-y"
"33184088","What items should be included in an early warning score for remote assessment of suspected COVID-19? qualitative and Delphi study","Greenhalgh T, Thompson P, Weiringa S, Neves AL, Husain L, Dunlop M, Rushforth A, Nunan D, de Lusignan S, Delaney B.","BMJ Open. 2020 Nov 12;10(11):e042626. doi: 10.1136/bmjopen-2020-042626.","Greenhalgh T","BMJ Open","2020","2020/11/13","PMC7662139","","10.1136/bmjopen-2020-042626"
"40414041","Association between pitching velocity and elbow varus torque","Peters S, Bullock GS, Nicholson KF.","Braz J Phys Ther. 2025 May 24;29(5):101222. doi: 10.1016/j.bjpt.2025.101222. Online ahead of print.","Peters S","Braz J Phys Ther","2025","2025/05/25","PMC12152542","","10.1016/j.bjpt.2025.101222"
"38150185","Comparing the accuracy of prediction models to detect clinically relevant post-hepatectomy liver failure early after major hepatectomy","Baumgartner R, Engstrand J, Rajala P, Grip J, Ghorbani P, Sparrelid E, Gilg S.","Br J Surg. 2024 Jan 3;111(1):znad433. doi: 10.1093/bjs/znad433.","Baumgartner R","Br J Surg","2024","2023/12/27","PMC10763542","","10.1093/bjs/znad433"
"38321925","Development and external validation of a nomogram for the early prediction of acute kidney injury in septic patients: a multicenter retrospective clinical study","Su QY, Chen WJ, Zheng YJ, Shi W, Gong FC, Huang SW, Yang ZT, Qu HP, Mao EQ, Wang RL, Zhu DM, Zhao G, Chen W, Wang S, Wang Q, Zhu CQ, Yuan G, Chen EZ, Chen Y.","Ren Fail. 2024 Dec;46(1):2310081. doi: 10.1080/0886022X.2024.2310081. Epub 2024 Feb 7.","Su QY","Ren Fail","2024","2024/02/07","PMC10851832","","10.1080/0886022X.2024.2310081"
"32848426","Development and Validation of a Model for Predicting the Risk of Death in Patients with Acinetobacter baumannii Infection: A Retrospective Study","Zhang H, Zhao Y, Zheng Y, Kong Q, Lv N, Liu Y, Zhao D, Li J, Ye Y.","Infect Drug Resist. 2020 Aug 10;13:2761-2772. doi: 10.2147/IDR.S253143. eCollection 2020.","Zhang H","Infect Drug Resist","2020","2020/08/28","PMC7428379","","10.2147/IDR.S253143"
"35238790","State of the Art of Machine Learning-Enabled Clinical Decision Support in Intensive Care Units: Literature Review","Hong N, Liu C, Gao J, Han L, Chang F, Gong M, Su L.","JMIR Med Inform. 2022 Mar 3;10(3):e28781. doi: 10.2196/28781.","Hong N","JMIR Med Inform","2022","2022/03/03","PMC8931648","","10.2196/28781"
"30377910","External Validation of Hematoma Expansion Scores in Spontaneous Intracerebral Hemorrhage in an Asian Patient Cohort","Lim JX, Han JX, See AAQ, Lew VH, Chock WT, Ban VF, Pothiawala S, Lim WEH, McAdory LE, James ML, King NKK.","Neurocrit Care. 2019 Apr;30(2):394-404. doi: 10.1007/s12028-018-0631-8.","Lim JX","Neurocrit Care","2019","2018/11/01","","","10.1007/s12028-018-0631-8"
"36670450","Prognostic models for outcome prediction following in-hospital cardiac arrest using pre-arrest factors: a systematic review, meta-analysis and critical appraisal","Grandbois van Ravenhorst C, Schluep M, Endeman H, Stolker RJ, Hoeks SE.","Crit Care. 2023 Jan 20;27(1):32. doi: 10.1186/s13054-023-04306-y.","Grandbois van Ravenhorst C","Crit Care","2023","2023/01/20","PMC9862512","","10.1186/s13054-023-04306-y"
"36782143","Clinic follow-up of orthopaedic trauma patients during and after the post-surgical global period: a retrospective cohort study","Bhashyam AR, Challa ST, Thomas H, Rodriguez EK, Weaver MJ.","BMC Musculoskelet Disord. 2023 Feb 13;24(1):120. doi: 10.1186/s12891-023-06218-y.","Bhashyam AR","BMC Musculoskelet Disord","2023","2023/02/14","PMC9926540","","10.1186/s12891-023-06218-y"
"31248376","Analysis of pre- and intraoperative clinical for successful operating room extubation after living donor liver transplantation: a retrospective observational cohort study","Chae MS, Kim JW, Jung JY, Choi HJ, Chung HS, Park CS, Choi JH, Hong SH.","BMC Anesthesiol. 2019 Jun 28;19(1):112. doi: 10.1186/s12871-019-0781-z.","Chae MS","BMC Anesthesiol","2019","2019/06/29","PMC6598245","","10.1186/s12871-019-0781-z"
"36006692","Guidelines for Artificial Intelligence in Medicine: Literature Review and Content Analysis of Frameworks","Crossnohere NL, Elsaid M, Paskett J, Bose-Brill S, Bridges JFP.","J Med Internet Res. 2022 Aug 25;24(8):e36823. doi: 10.2196/36823.","Crossnohere NL","J Med Internet Res","2022","2022/08/25","PMC9459836","","10.2196/36823"
"35948989","Evaluating methodological quality of prognostic prediction models on patient reported outcome measurements after total hip replacement and total knee replacement surgery: a systematic review protocol","Chang WJ, Naylor J, Natarajan P, Liu V, Adie S.","Syst Rev. 2022 Aug 10;11(1):165. doi: 10.1186/s13643-022-02039-7.","Chang WJ","Syst Rev","2022","2022/08/10","PMC9364604","","10.1186/s13643-022-02039-7"
"37660009","Development and validation of a novel nomogram to predict the risk of the prolonged postoperative length of stay for lumbar spinal stenosis patients","Yasin P, Cai X, Mardan M, Xu T, Abulizi Y, Aimaiti A, Yang H, Sheng W, Mamat M.","BMC Musculoskelet Disord. 2023 Sep 2;24(1):703. doi: 10.1186/s12891-023-06822-y.","Yasin P","BMC Musculoskelet Disord","2023","2023/09/02","PMC10474765","","10.1186/s12891-023-06822-y"
"37926825","Development and validation of non-invasive prediction models for migraine in Chinese adults","Duan S, Xia H, Zheng T, Li G, Ren Z, Ding W, Wang Z, Liu Z.","J Headache Pain. 2023 Nov 6;24(1):148. doi: 10.1186/s10194-023-01675-1.","Duan S","J Headache Pain","2023","2023/11/05","PMC10626650","","10.1186/s10194-023-01675-1"
"29441098","Nomogram for predicting radiation maculopathy in patients treated with Ruthenium-106 plaque brachytherapy for uveal melanoma","Tagliaferri L, Pagliara MM, Masciocchi C, Scupola A, Azario L, Grimaldi G, Autorino R, Gambacorta MA, Laricchiuta A, Boldrini L, Valentini V, Blasi MA.","J Contemp Brachytherapy. 2017 Dec;9(6):540-547. doi: 10.5114/jcb.2017.71795. Epub 2017 Dec 30.","Tagliaferri L","J Contemp Brachytherapy","2017","2018/02/15","PMC5807992","","10.5114/jcb.2017.71795"
"26656350","Comparison of National Operative Mortality in Gastroenterological Surgery Using Web-based Prospective Data Entry Systems","Anazawa T, Paruch JL, Miyata H, Gotoh M, Ko CY, Cohen ME, Hirahara N, Zhou L, Konno H, Wakabayashi G, Sugihara K, Mori M.","Medicine (Baltimore). 2015 Dec;94(49):e2194. doi: 10.1097/MD.0000000000002194.","Anazawa T","Medicine (Baltimore)","2015","2015/12/15","PMC5008495","","10.1097/MD.0000000000002194"
"38875543","Machine Learning Models Versus the National Early Warning Score System for Predicting Deterioration: Retrospective Cohort Study in the United Arab Emirates","Lashen H, St John TL, Almallah YZ, Sasidhar M, Shamout FE.","JMIR AI. 2023 Nov 6;2:e45257. doi: 10.2196/45257.","Lashen H","JMIR AI","2023","2024/06/14","PMC11041421","","10.2196/45257"
"37046571","A Current Review of Machine Learning and Deep Learning Models in Oral Cancer Diagnosis: Recent Technologies, Open Challenges, and Future Research Directions","Dixit S, Kumar A, Srinivasan K.","Diagnostics (Basel). 2023 Apr 5;13(7):1353. doi: 10.3390/diagnostics13071353.","Dixit S","Diagnostics (Basel)","2023","2023/04/13","PMC10093759","","10.3390/diagnostics13071353"
"36993939","Retrospective cohort study to devise a treatment decision score predicting adverse 24-month radiological activity in early multiple sclerosis","Hapfelmeier A, On BI, Mühlau M, Kirschke JS, Berthele A, Gasperi C, Mansmann U, Wuschek A, Bussas M, Boeker M, Bayas A, Senel M, Havla J, Kowarik MC, Kuhn K, Gatz I, Spengler H, Wiestler B, Grundl L, Sepp D, Hemmer B.","Ther Adv Neurol Disord. 2023 Mar 24;16:17562864231161892. doi: 10.1177/17562864231161892. eCollection 2023.","Hapfelmeier A","Ther Adv Neurol Disord","2023","2023/03/30","PMC10041597","","10.1177/17562864231161892"
"38549688","External Validation of Prognostic Models in Critical Care: A Cautionary Tale From COVID-19 Pneumonitis","Bate S, Stokes V, Greenlee H, Goh KY, Whiting G, Kitchen G, Martin GP, Parker AJ, Wilson A.","Crit Care Explor. 2024 Mar 27;6(4):e1067. doi: 10.1097/CCE.0000000000001067. eCollection 2024 Apr.","Bate S","Crit Care Explor","2024","2024/03/29","PMC10977519","","10.1097/CCE.0000000000001067"
"39181549","Prognostic prediction models for treatment experienced people living with HIV: a protocol for systematic review and meta-analysis","Wu X, Chen Y, Lu Z, Wang J, Zou H.","BMJ Open. 2024 Aug 24;14(8):e081129. doi: 10.1136/bmjopen-2023-081129.","Wu X","BMJ Open","2024","2024/08/24","PMC11344525","","10.1136/bmjopen-2023-081129"
"35121856","A methodological checklist for fMRI drug cue reactivity studies: development and expert consensus","Ekhtiari H, Zare-Bidoky M, Sangchooli A, Janes AC, Kaufman MJ, Oliver JA, Prisciandaro JJ, Wüstenberg T, Anton RF, Bach P, Baldacchino A, Beck A, Bjork JM, Brewer J, Childress AR, Claus ED, Courtney KE, Ebrahimi M, Filbey FM, Ghahremani DG, Azbari PG, Goldstein RZ, Goudriaan AE, Grodin EN, Hamilton JP, Hanlon CA, Hassani-Abharian P, Heinz A, Joseph JE, Kiefer F, Zonoozi AK, Kober H, Kuplicki R, Li Q, London ED, McClernon J, Noori HR, Owens MM, Paulus MP, Perini I, Potenza M, Potvin S, Ray L, Schacht JP, Seo D, Sinha R, Smolka MN, Spanagel R, Steele VR, Stein EA, Steins-Loeber S, Tapert SF, Verdejo-Garcia A, Vollstädt-Klein S, Wetherill RR, Wilson SJ, Witkiewitz K, Yuan K, Zhang X, Zilverstand A.","Nat Protoc. 2022 Mar;17(3):567-595. doi: 10.1038/s41596-021-00649-4. Epub 2022 Feb 4.","Ekhtiari H","Nat Protoc","2022","2022/02/05","PMC9063851","NIHMS1790369","10.1038/s41596-021-00649-4"
"38082490","The Improved Kidney Risk Score in ANCA-Associated Vasculitis for Clinical Practice and Trials","Bate S, McGovern D, Costigliolo F, Tan PG, Kratky V, Scott J, Chapman GB, Brown N, Floyd L, Brilland B, Martín-Nares E, Aydın MF, Ilyas D, Butt A, Nic An Riogh E, Kollar M, Lees JS, Yildiz A, Hinojosa-Azaola A, Dhaygude A, Roberts SA, Rosenberg A, Wiech T, Pusey CD, Jones RB, Jayne DRW, Bajema I, Jennette JC, Stevens KI, Augusto JF, Mejía-Vilet JM, Dhaun N, McAdoo SP, Tesar V, Little MA, Geetha D, Brix SR.","J Am Soc Nephrol. 2024 Mar 1;35(3):335-346. doi: 10.1681/ASN.0000000000000274. Epub 2023 Dec 12.","Bate S","J Am Soc Nephrol","2024","2023/12/12","PMC10914211","","10.1681/ASN.0000000000000274"
"33752610","Using item response theory (IRT) to improve the efficiency of the Simple Clinical Colitis Activity Index (SCCAI) for patients with ulcerative colitis","Walsh A, Cao R, Wong D, Kantschuster R, Matini L, Wilson J, Kormilitzin A, South M, Travis S, Bauermeister S.","BMC Gastroenterol. 2021 Mar 22;21(1):132. doi: 10.1186/s12876-021-01621-y.","Walsh A","BMC Gastroenterol","2021","2021/03/23","PMC7983213","","10.1186/s12876-021-01621-y"
"28585573","Tools for predicting patient-reported outcomes in prostate cancer patients undergoing radical prostatectomy: a systematic review of prognostic accuracy and validity","O'Callaghan ME, Raymond E, Campbell J, Vincent AD, Beckmann K, Roder D, Evans S, McNeil J, Millar J, Zalcberg J, Borg M, Moretti K.","Prostate Cancer Prostatic Dis. 2017 Dec;20(4):378-388. doi: 10.1038/pcan.2017.28. Epub 2017 Jun 6.","O'Callaghan ME","Prostate Cancer Prostatic Dis","2017","2017/06/07","","","10.1038/pcan.2017.28"
"36565235","Reducing Disparities in Postpartum Care Utilization: Development of a Clinical Risk Assessment Tool","Tenfelde S, Joyce C, Tell D, Masinter L, Wallander-Gemkow J, Garfield L.","J Midwifery Womens Health. 2023 Mar;68(2):179-186. doi: 10.1111/jmwh.13461. Epub 2022 Dec 24.","Tenfelde S","J Midwifery Womens Health","2023","2022/12/24","PMC10089952","NIHMS1868752","10.1111/jmwh.13461"
"34032855","Development and Validation of a Machine Learning Model Using Administrative Health Data to Predict Onset of Type 2 Diabetes","Ravaut M, Harish V, Sadeghi H, Leung KK, Volkovs M, Kornas K, Watson T, Poutanen T, Rosella LC.","JAMA Netw Open. 2021 May 3;4(5):e2111315. doi: 10.1001/jamanetworkopen.2021.11315.","Ravaut M","JAMA Netw Open","2021","2021/05/25","PMC8150694","","10.1001/jamanetworkopen.2021.11315"
"36178166","Early ACLR and Risk and Timing of Secondary Meniscal Injury Compared With Delayed ACLR or Nonoperative Treatment: A Time-to-Event Analysis Using Machine Learning","Lu Y, Jurgensmeier K, Till SE, Reinholz A, Saris DBF, Camp CL, Krych AJ.","Am J Sports Med. 2022 Nov;50(13):3544-3556. doi: 10.1177/03635465221124258. Epub 2022 Sep 30.","Lu Y","Am J Sports Med","2022","2022/09/30","PMC10075196","NIHMS1879961","10.1177/03635465221124258"
"36476656","REMARK guidelines for tumour biomarker study reporting: a remarkable history","Hayes DF, Sauerbrei W, McShane LM.","Br J Cancer. 2023 Feb;128(3):443-445. doi: 10.1038/s41416-022-02046-4. Epub 2022 Dec 7.","Hayes DF","Br J Cancer","2023","2022/12/08","PMC9938190","","10.1038/s41416-022-02046-4"
"39148021","Systemic inflammatory response index as a predictor of stroke-associated pneumonia in patients with acute ischemic stroke treated by thrombectomy: a retrospective study","Zheng F, Gao W, Xiao Y, Guo X, Xiong Y, Chen C, Zheng H, Pan Z, Wang L, Zheng S, Ke C, Liu Q, Liu A, Huang X, Hu W.","BMC Neurol. 2024 Aug 15;24(1):287. doi: 10.1186/s12883-024-03783-0.","Zheng F","BMC Neurol","2024","2024/08/15","PMC11325834","","10.1186/s12883-024-03783-0"
"33031543","Probabilistic forecasting of surgical case duration using machine learning: model development and validation","Jiao Y, Sharma A, Ben Abdallah A, Maddox TM, Kannampallil T.","J Am Med Inform Assoc. 2020 Dec 9;27(12):1885-1893. doi: 10.1093/jamia/ocaa140.","Jiao Y","J Am Med Inform Assoc","2020","2020/10/08","PMC7727362","","10.1093/jamia/ocaa140"
"36935582","Nomogram for predicting 90-day mortality in patients with Acinetobacter baumannii-caused hospital-acquired and ventilator-associated pneumonia in the respiratory intensive care unit","Pei Y, Huang Y, Pan X, Yao Z, Chen C, Zhong A, Xing Y, Qian B, Minhua S, Zhou T.","J Int Med Res. 2023 Mar;51(3):3000605231161481. doi: 10.1177/03000605231161481.","Pei Y","J Int Med Res","2023","2023/03/20","PMC10028662","","10.1177/03000605231161481"
"35586503","Late-Onset Acute Kidney Injury is a Poor Prognostic Sign for Severe Burn Patients","You B, Yang Z, Zhang Y, Chen Y, Gong Y, Chen Y, Chen J, Yuan L, Luo G, Peng Y, Yuan Z.","Front Surg. 2022 May 2;9:842999. doi: 10.3389/fsurg.2022.842999. eCollection 2022.","You B","Front Surg","2022","2022/05/19","PMC9108380","","10.3389/fsurg.2022.842999"
